id,modified_comment,Cause Span
159079807,I had to remove them because of the mocking system. Many tests were failing because of additional hooks.,Many tests were failing because of additional hooks.
159144172,This one was really hard to debug...,This one was really hard to debug...
168005195,Then it's fine 👍,Then it's fine 👍
186009736,This is wrong for `index === 0`,for `index === 0`
186031083,"This is wrong. If options is `undefined`, then `bail` is not a `boolean`","If options is `undefined`, then `bail` is not a `boolean`"
186056719,I am not sure if it is fine to edit an existing test.,edit an existing test
186620605,This is wrong,This is wrong
187519600,"Sorry, I meant to include the exposed variables in the diff.","Sorry, I meant to include"
189286545,Remove this whole file. It's a bad test because it test the internal behavior.,It's a bad test because it test the internal behavior.
189431101,"hmm.. I'll remove it, but the problem was there before this change...",but the problem was there before this change...
191767183,"I'm stuck here, I don't know how to get the used exports [USER] thanks",I don't know how to get the used export
191852312,"Yep, something is wrong",something is wrong
194542610,"[USER] If you need help, feel free to assign us to a respective project, sub-ticket we can work on.","If you need help, feel free to assign us"
195418891,"aaa I see what you mean, sh...... ok, sorry will fix this",I see what you mean
197090722,"Not sure what exactly to put here, would appreciate some guidance",Not sure what exactly to put here
198086388,"Not sure if the above changes are needed since we already do that in `WebpackOptionsDefaulter`.
/cc [USER]",since we already do that in `WebpackOptionsDefaulter`
202604993,Not sure why the snapshots changed...,Not sure why the snapshots changed...
206464542,Yep. I was hesitant. That's probably the best move.,That's probably the best move.
215908087,This change is strange. Why is there such a big difference?,Why is there such a big difference?
220100243,Is this the correct way? I don't think so... 😛,😛
221837163,Still not sure if this handels all possible cases... :),not sure if this handels all possible cases...
225843589,You should not repeat fields which are serialized in the base class.,which are serialized in the base class
225866422,"No it isn't, good catch",good catch
243922465,Not sure if the test makes sense this way,Not sure if the test makes sense this way
245948453,"Why is this change made?
We want to have caching in the CI.",Why is this change made
247323467,this will falsely abort recursing into parameters of arrow functions,falsely abort recursing into parameters of arrow functions
247501571,Yep. Same concern for me.,same concern for me
282613868,"My primary concern is performance. I'd rather avoid lookups against the `resolver` for every generated identifier, if possible. The only case where this check seems like it is needed is [here]([URL] so incurring the cost of the lookup for *every* hoisted variable is unnecessary overhead.
I would still recommend that we add `addBlockVariableDeclaration` for this case, but we can mark it as `/* [USER] */` for now and revisit the API for custom transformer consumption later.",My primary concern is performance
322592231,"That looks suspicious. Should it be more like this:
[TRIPLE QUOTE].",that looks suspicious
343840578,"Many attached types are missing here.
This seem to be a typescript bug.
Source file:
[URL]",seem to be a typescript bug
351888259,I think here mistake,think here mistake
379757627,Good catch :clap:,Good catch :clap:
391751718,"Bug, i think it is breaking change",it is breaking change
407966535,"That's not something you can use here.
signals is something for the CLI not for a plugin.",signals is something for the CLI not for a plugin.
441936829,🤦 It was meant to be: [TRIPLE QUOTE]. Do you have any suggestions?,It was meant to be
467174466,"It's legal, but not correct. The car would have the ModuleDependency, but at runtime it could also have other types. That's why it's wrong.
You must only use casts when the type is restricted at runtime but typescript doesn't know about that. Here the cast is useful to tell typescript that you are sure that this is the type here.","The car would have the ModuleDependency, but at runtime it could also have other types. That's why it's wrong."
485136866,"This looks sketchy, but I manually verified that the assertion should hold in all cases we currently have; it’s just hard to encode it into the types. The only times `host.getCurrentDirectory` is `undefined` are
1. The command line parser and typings installer each call the module name resolver in an ad-hoc way under certain circumstances, but they pass a hard-coded `compilerOptions` that lack `paths`, so this code path is never taken.
2. `Project` calls `getAutomaticTypeDirectives` with a `DirectoryStructureHost`, but that function never uses `host.getCurrentDirectory()`.
Changing `ModuleResolutionHost['getCurrentDirectory']` to be non-optional makes these call sites a bit of a nuisance.",.assertion should hold in all cases we currently have
488231078,not sure what is correct now.. web or browser? [USER],web or browser?
494426360,"this error comes from the same information as before, and is just as correct; I'm not sure what caused it to change, though.","what caused it to change, though."
540428972,"You can still get duplicate reports with it in place if a comparison happens to show up multiple times in a program, and we do do some comparisons with `reportErrors` off only.",duplicate reports with it in place
594591557,"You should not do it, it is wrong",it is wrong
654364216,Absolutely right! :),Absolutely right! :)
656831098,"These kinds of types should be forbidden 😠
My brain hurts 🤯 😛",My brain hurts
657419914,Can we print a warning to nudge people to fix the lifecycles of their objects?,print a warning
666535767,makes sense! thanks for the clarification.,thanks for the clarification.
667366663,I wonder if this comment is still relevant with `textContent` 🤔,this comment is still relevant
668162301,"Oops, good catch. I'd forgotten to commit some local changes.",I'd forgotten to commit some local changes.
668308645,These are great tests and really helped me understand how this works 👍,really helped me understand how this works
668371289,"I'm not planning to start supporting events in this PR - the whole point is just to baseline the output of the event, and I'll admit that I don't necessarily know what it would mean to support events.",the whole point is just to baseline the output of the event
669081074,These are much more helpful. I will update. :),These are much more helpful.
669245883,"I see, this makes sense if the intent is to make this explicit to the user. Will this affect other `testWidget` blocks though? If so we should probably use `addTearDown` within the implementation to reset this after the current test block runs to avoid things like order-dependent tests.",.Will this affect other `testWidget` blocks though?
669849854,"That's a good point, developers would find completing pipe arguments helpful (e.g. the `date` pipe). For inputs with square brackets we can only complete with strings. For pipe arguments, we can complete with strings, number literals, true, false, null and undefined.
Do you think we need separate scopes for pipe arguments and inputs without square brackets? or can we results for filter inputs without square brackets to only include strings?",developers would find completing pipe arguments helpful
669937414,yeah agreed! I'm on it :slightly_smiling_face:,agreed! I'm on it
670758656,Thanks for the detailed explanation!,Thanks for the detailed explanation!
670810244,Obvious typo I wish I'd caught sooner 😔. Good catch.,Obvious typo
671744800,"mh.... yeah I find that unlikely but I can see your point... I will think of something then to make this more robust... :slightly_smiling_face: unfortunately I am afraid I will have to also take into consideration vendor prefixes, so this can become quite more verbose and ugly :disappointed:",unfortunately I am afraid
675865624,"👍 Awesome, looks good to me!","👍 Awesome, looks good to me!"
678725568,can we use `getStart()` rather than `pos` to follow the convention in the rest of the file?,can we use `getStart()` rather than `pos`
684418921,"Yeah, using `JSON.stringify()` might not be possible. My proposal is to rephrase the error string to be more explicit on what the problem is (currently it's quite unclear) without additional `JSON.stringify()` calls.",my proposal is to rephrase
687277770,"Ah, I was working around the fact that _localFocalPoint is `late` and won't be initialized on the first run here, so I can't grab the value out of it here.
I've updated it to an if/else that avoids the recalculation, let me know if you like the old way better.",.around the fact that the _localFocalPoint is `late`
704845188,"Ah, I've missed that 🤦 Thanks Andrew.",I've missed that 🤦
708188146,Seems my fault.,Seems my fault.
715774007,Is this necessary? I think it should be left up to the scaffold body to inset its own content appropriately,Is this necessary?
719423176,YEEESSSSSS!!!!!!! THANK YOU ❤️,YEEESSSSSS!!!!!!! THANK YOU ❤️
730264646,Either way works for me. Up to you :smiley:,up to you :smiley:
738243449,"Sorry, I am still not following 😅",I am still not following
947893665,"Given the disagreement, I've reopened the issue.",Given the disagreement
947904739,"[BLOCK QUOTE].
Some PR has to be the first one to use it 😁
It's a bit ugly, as with all FFI, but it didn't seem terrible.",Some PR has to be the first one to use it 😁
948264963,I really don't see how this is any different than #467.,don't see how this is any different
956435881,"[BLOCK QUOTE].
No, that would not.
Obviously what's being asked is for the background of the label to keep a constant size regardless of where it's located over the border.",.that would not
957183512,"[USER] I’m unable to reproduce the issue to pinpoint the cause, it could be the third party’s integration with the framework. I'll be labelling it for further investigation.",unable to reproduce the issue
957915873,Duplicate of [URL] Closing in favor of the above since it has a reproduction.,Closing in favor of the above
958255605,Closing this since it's seen no updates for 2 years and is out of date. We can re-open and land if the change is still valid.,Closing this since it's seen no updates for 2 years and is out of date.
959791063,"Hello, I have tried both suggestions but unfortunately none of them worked. The first option did not change anything; for the second options, I could not see these files anywhere.",unfortunately none of them worked
